land_size_m2,building_size_m2,bedrooms,bathrooms,city,price_in_rp
95.0,150.0,4.0,4.0, Jakarta Selatan,1950000000.0
121.0,180.0,4.0,4.0, Jakarta Selatan,2300000000.0
113.0,160.0,4.0,4.0, Jakarta Selatan,2400000000.0
70.0,120.0,3.0,3.0, Jakarta Selatan,1550000000.0
40.0,80.0,2.0,2.0, Jakarta Selatan,695000000.0
110.0,140.0,4.0,4.0, Jakarta Selatan,2640000000.0
168.0,230.0,4.0,4.0, Jakarta Selatan,4500000000.0
110.0,140.0,4.0,4.0, Jakarta Selatan,2640000000.0
95.0,150.0,3.0,3.0, Jakarta Selatan,1950000000.0
97.0,130.0,3.0,3.0, Jakarta Selatan,1450000000.0
112.0,240.0,4.0,4.0, Jakarta Selatan,3700000000.0
125.0,160.0,5.0,5.0, Jakarta Selatan,2000000000.0
210.0,280.0,4.0,4.0, Jakarta Selatan,3200000000.0
96.0,150.0,3.0,3.0, Jakarta Selatan,1950000000.0
96.0,150.0,3.0,3.0, Jakarta Selatan,1950000000.0
78.0,110.0,3.0,3.0, Jakarta Selatan,1650000000.0
110.0,140.0,4.0,4.0, Jakarta Selatan,2640000000.0
5250.0,200.0,4.0,3.0, Jakarta Selatan,63000000000.0
77.0,120.0,3.0,3.0, Jakarta Selatan,1250000000.0
165.0,300.0,5.0,4.0, Jakarta Selatan,5500000000.0
126.0,240.0,5.0,4.0, Jakarta Selatan,2500000000.0
139.0,240.0,5.0,5.0, Jakarta Selatan,3700000000.0
112.0,240.0,4.0,4.0, Jakarta Selatan,3720000000.0
279.0,210.0,3.0,3.0, Jakarta Selatan,4000000000.0
150.0,250.0,4.0,4.0, Jakarta Selatan,2400000000.0
277.0,310.0,3.0,4.0, Jakarta Selatan,4500000000.0
277.0,310.0,3.0,4.0, Jakarta Selatan,4500000000.0
92.0,230.0,4.0,4.0, Jakarta Selatan,2900000000.0
120.0,220.0,4.0,3.0, Jakarta Selatan,2500000000.0
77.0,130.0,4.0,4.0, Jakarta Selatan,1520000000.0
135.0,200.0,4.0,3.0, Jakarta Selatan,3500000000.0
1450.0,910.0,4.0,3.0, Jakarta Selatan,12000000000.0
78.0,120.0,3.0,2.0, Jakarta Selatan,1400000000.0
101.0,260.0,4.0,4.0, Jakarta Selatan,3600000000.0
202.0,300.0,4.0,4.0, Jakarta Selatan,4950000000.0
90.0,150.0,4.0,4.0, Jakarta Selatan,1900000000.0
126.0,160.0,4.0,4.0, Jakarta Selatan,1550000000.0
163.0,380.0,4.0,4.0, Jakarta Selatan,5500000000.0
170.0,169.0,4.0,4.0, Jakarta Selatan,2750000000.0
120.0,165.0,3.0,3.0, Jakarta Selatan,2300000000.0
63.0,100.0,3.0,3.0, Jakarta Selatan,1450000000.0
223.0,320.0,6.0,6.0, Jakarta Selatan,4950000000.0
585.0,480.0,6.0,3.0, Jakarta Selatan,16899999999.999998
60.0,62.0,3.0,2.0, Jakarta Selatan,1300000000.0
600.0,550.0,5.0,3.0, Jakarta Selatan,8900000000.0
60.0,132.0,3.0,3.0, Jakarta Selatan,1680000000.0
60.0,70.0,3.0,2.0, Jakarta Selatan,1290000000.0
216.0,250.0,3.0,2.0, Jakarta Selatan,3500000000.0
373.0,132.0,5.0,3.0, Jakarta Selatan,6000000000.0
264.0,360.0,4.0,4.0, Jakarta Selatan,5750000000.0
433.0,300.0,4.0,3.0, Jakarta Selatan,4000000000.0
300.0,400.0,5.0,3.0, Jakarta Selatan,4800000000.0
128.0,270.0,6.0,6.0, Jakarta Selatan,4000000000.0
118.0,180.0,3.0,3.0, Jakarta Selatan,2700000000.0
1431.0,500.0,6.0,5.0, Jakarta Selatan,14000000000.0
60.0,74.0,3.0,2.0, Jakarta Selatan,949000000.0
450.0,850.0,4.0,4.0, Jakarta Utara,29000000000.0
200.0,400.0,4.0,3.0, Jakarta Utara,7700000000.0
400.0,700.0,4.0,3.0, Jakarta Utara,28000000000.0
450.0,600.0,5.0,3.0, Jakarta Utara,18000000000.0
542.0,1100.0,4.0,4.0, Jakarta Utara,30000000000.0
785.0,839.0,6.0,6.0, Jakarta Utara,25000000000.0
270.0,700.0,6.0,5.0, Jakarta Utara,10000000000.0
377.0,1100.0,7.0,7.0, Jakarta Utara,23000000000.0
300.0,320.0,3.0,3.0, Jakarta Utara,12000000000.0
75.0,98.0,3.0,3.0, Jakarta Utara,2350000000.0
785.0,839.0,6.0,5.0, Jakarta Utara,25000000000.0
100.0,150.0,3.0,3.0, Jakarta Utara,3150000000.0
150.0,160.0,3.0,3.0, Jakarta Utara,5500000000.0
360.0,550.0,4.0,4.0, Jakarta Utara,18000000000.0
216.0,200.0,4.0,4.0, Jakarta Utara,7500000000.0
75.0,100.0,3.0,3.0, Jakarta Utara,2300000000.0
90.0,100.0,3.0,3.0, Jakarta Utara,3000000000.0
120.0,146.0,3.0,3.0, Jakarta Utara,4000000000.0
130.0,182.0,4.0,3.0, Jakarta Utara,5000000000.0
100.0,120.0,3.0,3.0, Jakarta Utara,3150000000.0
640.0,1300.0,6.0,6.0, Jakarta Utara,39000000000.0
578.0,700.0,5.0,5.0, Jakarta Utara,25000000000.0
300.0,500.0,5.0,4.0, Jakarta Utara,25000000000.0
270.0,270.0,5.0,5.0, Jakarta Utara,10000000000.0
180.0,250.0,4.0,3.0, Jakarta Utara,7700000000.0
250.0,300.0,4.0,4.0, Jakarta Utara,12500000000.0
100.0,120.0,3.0,3.0, Jakarta Utara,3150000000.0
363.0,600.0,4.0,4.0, Jakarta Utara,11000000000.0
120.0,150.0,3.0,3.0, Jakarta Utara,4700000000.0
300.0,500.0,5.0,4.0, Jakarta Utara,25000000000.0
270.0,270.0,5.0,5.0, Jakarta Utara,10000000000.0
102.0,160.0,3.0,3.0, Jakarta Utara,4100000000.0
300.0,500.0,5.0,5.0, Jakarta Utara,25000000000.0
45.0,55.0,3.0,2.0, Jakarta Utara,1950000000.0
184.0,200.0,4.0,4.0, Jakarta Utara,8890000000.0
230.0,450.0,4.0,3.0, Jakarta Utara,8900000000.0
300.0,750.0,4.0,4.0, Jakarta Utara,16000000000.0
580.0,700.0,4.0,4.0, Jakarta Utara,25000000000.0
580.0,700.0,4.0,4.0, Jakarta Utara,25000000000.0
270.0,700.0,5.0,5.0, Jakarta Utara,10000000000.0
230.0,450.0,3.0,2.0, Jakarta Utara,11000000000.0
180.0,224.0,4.0,4.0, Jakarta Utara,6750000000.0
225.0,300.0,6.0,4.0, Jakarta Utara,13500000000.0
90.0,120.0,3.0,3.0, Jakarta Utara,3000000000.0
200.0,297.0,3.0,3.0, Jakarta Utara,8300000000.000001
100.0,115.0,3.0,2.0, Jakarta Utara,3100000000.0
45.0,54.0,2.0,2.0, Jakarta Utara,1350000000.0
90.0,119.0,3.0,3.0, Jakarta Utara,2900000000.0
1000.0,2800.0,5.0,5.0, Jakarta Utara,85000000000.0
325.0,885.0,4.0,4.0, Jakarta Utara,32000000000.0
90.0,136.0,3.0,3.0, Jakarta Utara,2900000000.0
290.0,320.0,4.0,5.0, Jakarta Utara,12000000000.0
390.0,500.0,4.0,4.0, Jakarta Utara,18800000000.0
459.0,325.0,4.0,3.0, Jakarta Utara,16500000000.0
455.0,900.0,5.0,5.0, Jakarta Utara,20000000000.0
150.0,209.0,4.0,4.0, Jakarta Utara,4900000000.0
785.0,785.0,5.0,5.0, Jakarta Utara,26000000000.0
216.0,528.0,3.0,3.0, Jakarta Utara,12000000000.0
325.0,600.0,6.0,4.0, Jakarta Utara,17500000000.0
80.0,98.0,3.0,3.0, Jakarta Utara,2350000000.0
520.0,1000.0,4.0,5.0, Jakarta Utara,29000000000.0
290.0,500.0,4.0,3.0, Jakarta Utara,10900000000.0
136.0,300.0,5.0,5.0, Jakarta Utara,6800000000.0
90.0,120.0,3.0,3.0, Jakarta Utara,3000000000.0
180.0,224.0,4.0,4.0, Jakarta Utara,6750000000.0
160.0,200.0,4.0,4.0, Jakarta Utara,5990000000.0
290.0,400.0,4.0,3.0, Jakarta Utara,10800000000.0
785.0,839.0,6.0,5.0, Jakarta Utara,26000000000.0
270.0,600.0,3.0,3.0, Jakarta Utara,13700000000.0
250.0,300.0,3.0,3.0, Jakarta Utara,13000000000.0
520.0,1000.0,4.0,7.0, Jakarta Utara,29000000000.0
250.0,400.0,3.0,3.0, Jakarta Utara,13000000000.0
160.0,200.0,3.0,3.0, Jakarta Utara,5700000000.0
300.0,300.0,4.0,3.0, Jakarta Utara,12500000000.0
377.0,1100.0,7.0,7.0, Jakarta Utara,23000000000.0
120.0,150.0,3.0,2.0, Jakarta Utara,4300000000.0
250.0,600.0,3.0,3.0, Jakarta Utara,13000000000.0
357.0,500.0,4.0,4.0, Jakarta Utara,10500000000.0
120.0,130.0,3.0,3.0, Jakarta Utara,4000000000.0
250.0,330.0,4.0,5.0, Jakarta Utara,12500000000.0
160.0,200.0,3.0,3.0, Jakarta Utara,5700000000.0
160.0,220.0,3.0,3.0, Jakarta Utara,7000000000.0
180.0,300.0,4.0,4.0, Jakarta Utara,8700000000.0
300.0,700.0,4.0,4.0, Jakarta Utara,25000000000.0
60.0,150.0,3.0,3.0, Jakarta Utara,2400000000.0
230.0,360.0,4.0,4.0, Jakarta Utara,10400000000.0
300.0,750.0,5.0,7.0, Jakarta Utara,25000000000.0
200.0,200.0,4.0,3.0, Jakarta Utara,7000000000.0
102.0,120.0,3.0,3.0, Jakarta Utara,4200000000.0
120.0,200.0,3.0,2.0, Jakarta Utara,4750000000.0
144.0,208.0,4.0,3.0, Jakarta Utara,5350000000.0
160.0,300.0,4.0,3.0, Jakarta Utara,6000000000.0
260.0,500.0,3.0,4.0, Jakarta Barat,6900000000.0
204.0,200.0,4.0,2.0, Jakarta Barat,5500000000.0
64.0,140.0,3.0,4.0, Jakarta Barat,1750000000.0
379.0,300.0,4.0,3.0, Jakarta Barat,10500000000.0
600.0,720.0,4.0,3.0, Jakarta Barat,18000000000.0
120.0,200.0,4.0,3.0, Jakarta Barat,3600000000.0
200.0,325.0,3.0,3.0, Jakarta Barat,6000000000.0
140.0,250.0,4.0,3.0, Jakarta Barat,4500000000.0
56.0,150.0,3.0,3.0, Jakarta Barat,1300000000.0
360.0,550.0,4.0,4.0, Jakarta Barat,13800000000.0
144.0,200.0,4.0,3.0, Jakarta Barat,4600000000.0
150.0,200.0,6.0,5.0, Jakarta Barat,3200000000.0
117.0,177.0,4.0,3.0, Jakarta Barat,2600000000.0
97.0,120.0,3.0,2.0, Jakarta Barat,2340000000.0
97.0,120.0,3.0,2.0, Jakarta Barat,2340000000.0
160.0,250.0,4.0,3.0, Jakarta Barat,4200000000.0
97.0,120.0,3.0,2.0, Jakarta Barat,2340000000.0
175.0,185.0,2.0,2.0, Jakarta Selatan,6250000000.0
1295.0,600.0,9.0,9.0, Jakarta Selatan,40000000000.0
195.0,350.0,3.0,3.0, Jakarta Selatan,5900000000.0
588.0,823.0,5.0,4.0, Jakarta Selatan,13500000000.0
64.0,140.0,3.0,4.0, Jakarta Barat,1750000000.0
80.0,110.0,3.0,3.0, Jakarta Barat,1880000000.0
125.0,140.0,3.0,3.0, Jakarta Barat,2200000000.0
150.0,165.0,4.0,2.0, Jakarta Barat,2850000000.0
80.0,110.0,3.0,3.0, Jakarta Barat,1880000000.0
125.0,140.0,3.0,3.0, Jakarta Barat,2200000000.0
125.0,186.0,3.0,3.0, Jakarta Barat,2500000000.0
250.0,340.0,3.0,4.0, Jakarta Barat,2550000000.0
125.0,150.0,3.0,3.0, Jakarta Barat,2300000000.0
125.0,150.0,3.0,3.0, Jakarta Barat,2300000000.0
60.0,85.0,3.0,3.0, Jakarta Barat,1550000000.0
80.0,120.0,3.0,3.0, Jakarta Barat,1850000000.0
125.0,150.0,3.0,3.0, Jakarta Barat,2150000000.0
80.0,120.0,3.0,3.0, Jakarta Barat,1850000000.0
125.0,150.0,3.0,3.0, Jakarta Barat,2150000000.0
125.0,150.0,3.0,3.0, Jakarta Barat,2300000000.0
125.0,150.0,3.0,3.0, Jakarta Barat,2300000000.0
250.0,239.0,4.0,3.0, Jakarta Barat,3200000000.0
125.0,149.0,3.0,3.0, Jakarta Barat,1950000000.0
18.0,35.0,2.0,1.0, Jakarta Timur,408000000.0
17.0,33.0,2.0,1.0, Jakarta Timur,495000000.0
18.0,35.0,2.0,1.0, Jakarta Timur,418000000.0
17.0,33.0,2.0,1.0, Jakarta Timur,495000000.0
15.0,28.0,1.0,1.0, Jakarta Timur,330000000.0
18.0,35.0,2.0,1.0, Jakarta Timur,418000000.0
18.0,33.0,2.0,2.0, Jakarta Timur,418000000.0
60.0,87.0,2.0,2.0, Jakarta Barat,1400000000.0
120.0,120.0,3.0,3.0, Jakarta Barat,2900000000.0
180.0,250.0,4.0,3.0, Jakarta Barat,5400000000.0
120.0,120.0,3.0,3.0, Jakarta Barat,2900000000.0
180.0,250.0,4.0,3.0, Jakarta Barat,5400000000.0
128.0,156.0,3.0,4.0, Jakarta Barat,3200000000.0
90.0,100.0,3.0,2.0, Jakarta Barat,2200000000.0
200.0,400.0,4.0,3.0, Jakarta Barat,5000000000.0
90.0,120.0,3.0,3.0, Jakarta Barat,2400000000.0
108.0,156.0,3.0,3.0, Jakarta Barat,3000000000.0
144.0,200.0,3.0,3.0, Jakarta Barat,4300000000.0
90.0,120.0,2.0,3.0, Jakarta Barat,2700000000.0
90.0,110.0,3.0,3.0, Jakarta Barat,2400000000.0
162.0,200.0,3.0,3.0, Jakarta Barat,3950000000.0
144.0,147.0,4.0,3.0, Jakarta Barat,3300000000.0
144.0,147.0,3.0,4.0, Jakarta Barat,3300000000.0
200.0,211.0,3.0,2.0, Jakarta Barat,3100000000.0
48.0,76.0,2.0,2.0, Jakarta Barat,1180000000.0
114.0,110.0,3.0,2.0, Jakarta Barat,2350000000.0
210.0,150.0,5.0,3.0, Jakarta Selatan,4900000000.0
216.0,241.0,4.0,3.0, Jakarta Selatan,3200000000.0
75.0,67.0,2.0,2.0, Jakarta Timur,1600000000.0
180.0,100.0,3.0,2.0, Jakarta Timur,2450000000.0
180.0,115.0,3.0,3.0, Jakarta Timur,2520000000.0
77.0,88.0,3.0,2.0, Jakarta Timur,1400000000.0
180.0,115.0,3.0,3.0, Jakarta Timur,2520000000.0
77.0,88.0,3.0,2.0, Jakarta Timur,1400000000.0
180.0,115.0,3.0,3.0, Jakarta Timur,2520000000.0
105.0,85.0,3.0,2.0, Jakarta Timur,2000000000.0
69.0,74.0,3.0,3.0, Jakarta Timur,1550000000.0
112.0,112.0,3.0,3.0, Jakarta Timur,2600000000.0
85.0,60.0,2.0,2.0, Jakarta Timur,1700000000.0
75.0,90.0,3.0,2.0, Jakarta Timur,1050000000.0
90.0,93.0,2.0,2.0, Jakarta Timur,2350000000.0
98.0,115.0,3.0,4.0, Jakarta Timur,2540000000.0
105.0,105.0,3.0,2.0, Jakarta Timur,2000000000.0
1287.0,550.0,4.0,3.0, Jakarta Selatan,23100000000.0
336.0,250.0,4.0,3.0, Jakarta Selatan,7390000000.0
110.0,220.0,3.0,3.0, Jakarta Selatan,4100000000.0
575.0,264.0,4.0,3.0, Jakarta Selatan,8050000000.000001
575.0,264.0,4.0,3.0, Jakarta Selatan,8050000000.000001
786.0,450.0,4.0,4.0, Jakarta Selatan,21000000000.0
144.0,373.0,4.0,3.0, Jakarta Selatan,5900000000.0
150.0,200.0,4.0,2.0, Jakarta Selatan,2600000000.0
1300.0,500.0,7.0,5.0, Jakarta Selatan,24900000000.0
212.0,175.0,3.0,2.0, Jakarta Selatan,6250000000.0
900.0,700.0,21.0,21.0, Jakarta Selatan,26000000000.0
915.0,600.0,20.0,20.0, Jakarta Selatan,26000000000.0
1189.0,600.0,4.0,4.0, Jakarta Selatan,25000000000.0
465.0,500.0,5.0,4.0, Jakarta Selatan,18500000000.0
240.0,250.0,4.0,2.0, Jakarta Selatan,8500000000.0
1479.0,1000.0,4.0,5.0, Jakarta Selatan,106000000000.0
522.0,900.0,4.0,4.0, Jakarta Selatan,40000000000.0
597.0,350.0,5.0,2.0, Jakarta Selatan,32000000000.0
532.0,408.0,4.0,3.0, Jakarta Selatan,25000000000.0
1305.0,1200.0,6.0,7.0, Jakarta Selatan,175000000000.0
270.0,282.0,4.0,3.0, Jakarta Selatan,2800000000.0
277.0,452.0,4.0,3.0, Jakarta Selatan,10000000000.0
204.0,320.0,4.0,2.0, Jakarta Selatan,6600000000.0
452.0,400.0,4.0,5.0, Jakarta Selatan,35000000000.0
285.0,350.0,6.0,3.0, Jakarta Selatan,17000000000.0
285.0,350.0,6.0,3.0, Jakarta Selatan,17000000000.0
200.0,180.0,3.0,2.0, Jakarta Selatan,9750000000.0
725.0,350.0,4.0,4.0, Jakarta Selatan,17500000000.0
392.0,350.0,4.0,3.0, Jakarta Selatan,13500000000.0
350.0,250.0,3.0,3.0, Jakarta Selatan,15000000000.0
320.0,250.0,4.0,4.0, Jakarta Selatan,7800000000.0
500.0,620.0,12.0,7.0, Jakarta Selatan,15000000000.0
163.0,255.0,5.0,5.0, Jakarta Selatan,5200000000.0
2050.0,1500.0,12.0,12.0, Jakarta Selatan,55000000000.0
855.0,352.0,5.0,3.0, Jakarta Selatan,25000000000.0
973.0,1100.0,4.0,4.0, Jakarta Selatan,23000000000.0
886.0,1200.0,5.0,5.0, Jakarta Selatan,35000000000.0
348.0,400.0,3.0,3.0, Jakarta Selatan,16000000000.0
230.0,550.0,5.0,5.0, Jakarta Selatan,10500000000.0
506.0,350.0,4.0,4.0, Jakarta Selatan,13000000000.0
1197.0,500.0,4.0,3.0, Jakarta Selatan,20900000000.0
404.0,350.0,3.0,3.0, Jakarta Selatan,14300000000.0
1080.0,400.0,4.0,3.0, Jakarta Selatan,13500000000.0
460.0,550.0,4.0,3.0, Jakarta Selatan,13000000000.0
320.0,250.0,4.0,4.0, Jakarta Selatan,8300000000.000001
200.0,250.0,4.0,3.0, Jakarta Selatan,6800000000.0
552.0,200.0,4.0,3.0, Jakarta Selatan,9500000000.0
207.0,360.0,4.0,4.0, Jakarta Selatan,8700000000.0
315.0,600.0,3.0,3.0, Jakarta Selatan,9900000000.0
1592.0,938.0,4.0,2.0, Jakarta Selatan,40000000000.0
738.0,950.0,4.0,4.0, Jakarta Selatan,19900000000.0
980.0,500.0,3.0,3.0, Jakarta Selatan,25000000000.0
1050.0,550.0,5.0,4.0, Jakarta Selatan,17500000000.0
251.0,300.0,4.0,4.0, Jakarta Selatan,8650000000.0
1100.0,700.0,4.0,3.0, Jakarta Selatan,34000000000.0
260.0,500.0,4.0,4.0, Jakarta Selatan,14000000000.0
1000.0,600.0,4.0,4.0, Jakarta Selatan,35000000000.0
1270.0,800.0,5.0,5.0, Jakarta Selatan,27000000000.0
700.0,350.0,4.0,4.0, Jakarta Selatan,17000000000.0
1080.0,500.0,6.0,4.0, Jakarta Selatan,21000000000.0
662.0,405.0,4.0,4.0, Jakarta Selatan,19700000000.0
980.0,500.0,3.0,3.0, Jakarta Selatan,25000000000.0
260.0,450.0,4.0,5.0, Jakarta Selatan,14000000000.0
240.0,280.0,3.0,3.0, Jakarta Selatan,3200000000.0
150.0,200.0,4.0,3.0, Jakarta Selatan,2520000000.0
600.0,325.0,6.0,3.0, Jakarta Pusat,14000000000.0
23.0,43.0,2.0,2.0, Jakarta Pusat,506000000.0
36.0,68.0,3.0,2.0, Jakarta Pusat,1470000000.0
163.0,250.0,3.0,3.0, Jakarta Pusat,3800000000.0
36.0,64.0,3.0,2.0, Jakarta Pusat,1300000000.0
23.0,43.0,2.0,2.0, Jakarta Pusat,506000000.0
36.0,68.0,3.0,2.0, Jakarta Pusat,1470000000.0
36.0,69.0,2.0,2.0, Jakarta Pusat,1480000000.0
300.0,425.0,5.0,5.0, Jakarta Pusat,7000000000.0
1010.0,1200.0,4.0,4.0, Jakarta Pusat,24000000000.0
1010.0,1200.0,4.0,4.0, Jakarta Pusat,24000000000.0
560.0,600.0,5.0,4.0, Jakarta Pusat,17500000000.0
280.0,550.0,4.0,4.0, Jakarta Pusat,8900000000.0
464.0,640.0,4.0,4.0, Jakarta Selatan,13900000000.0
740.0,340.0,4.0,4.0, Jakarta Selatan,15500000000.0
740.0,340.0,4.0,4.0, Jakarta Selatan,15500000000.0
260.0,345.0,4.0,4.0, Jakarta Selatan,10500000000.0
632.0,500.0,4.0,4.0, Jakarta Selatan,16000000000.0
3475.0,1440.0,12.0,12.0, Jakarta Selatan,45100000000.0
997.0,500.0,4.0,4.0, Jakarta Selatan,16000000000.0
3475.0,1440.0,12.0,12.0, Jakarta Selatan,45100000000.0
928.0,600.0,5.0,5.0, Jakarta Selatan,13000000000.0
732.0,500.0,4.0,4.0, Jakarta Selatan,16000000000.0
928.0,600.0,5.0,5.0, Jakarta Selatan,13000000000.0
732.0,500.0,4.0,2.0, Jakarta Selatan,16000000000.0
144.0,200.0,3.0,3.0, Jakarta Barat,4800000000.0
265.0,645.0,7.0,4.0, Jakarta Barat,7100000000.0
144.0,300.0,4.0,3.0, Jakarta Barat,6200000000.0
230.0,450.0,4.0,3.0, Jakarta Barat,13500000000.0
144.0,220.0,3.0,3.0, Jakarta Barat,4900000000.0
180.0,250.0,5.0,3.0, Jakarta Barat,7190000000.0
144.0,400.0,4.0,3.0, Jakarta Barat,6500000000.0
136.0,200.0,4.0,3.0, Jakarta Barat,3990000000.0
230.0,450.0,4.0,3.0, Jakarta Barat,13500000000.0
160.0,240.0,4.0,3.0, Jakarta Barat,5100000000.0
144.0,400.0,4.0,3.0, Jakarta Barat,6500000000.0
150.0,200.0,3.0,3.0, Jakarta Barat,5200000000.0
144.0,250.0,3.0,2.0, Jakarta Barat,4900000000.0
300.0,450.0,3.0,3.0, Jakarta Barat,16500000000.0
200.0,700.0,4.0,3.0, Jakarta Barat,12500000000.0
180.0,350.0,4.0,3.0, Jakarta Barat,7200000000.0
200.0,200.0,4.0,2.0, Jakarta Barat,4600000000.0
144.0,300.0,5.0,4.0, Jakarta Barat,4850000000.0
200.0,300.0,4.0,4.0, Jakarta Barat,5200000000.0
136.0,200.0,3.0,3.0, Jakarta Barat,3990000000.0
120.0,350.0,4.0,3.0, Jakarta Barat,6000000000.0
250.0,370.0,4.0,3.0, Jakarta Barat,8000000000.0
144.0,250.0,4.0,3.0, Jakarta Barat,5000000000.0
144.0,500.0,4.0,4.0, Jakarta Barat,6500000000.0
144.0,300.0,4.0,4.0, Jakarta Barat,4850000000.0
136.0,180.0,4.0,3.0, Jakarta Barat,3990000000.0
144.0,250.0,5.0,3.0, Jakarta Barat,4500000000.0
52.0,71.0,3.0,3.0, Jakarta Barat,800000000.0
33.0,62.0,2.0,2.0, Jakarta Barat,1150000000.0
33.0,62.0,2.0,3.0, Jakarta Barat,1150000000.0
40.0,71.0,2.0,2.0, Jakarta Barat,1500000000.0
560.0,1200.0,4.0,4.0, Jakarta Utara,22500000000.0
550.0,1200.0,4.0,4.0, Jakarta Utara,22500000000.0
560.0,1200.0,4.0,4.0, Jakarta Utara,22500000000.0
700.0,1030.0,4.0,3.0, Jakarta Utara,21000000000.0
2700.0,5000.0,7.0,8.0, Jakarta Utara,108000000000.0
752.0,3000.0,5.0,4.0, Jakarta Utara,55000000000.0
90.0,108.0,3.0,2.0, Jakarta Barat,2400000000.0
90.0,108.0,3.0,2.0, Jakarta Barat,2400000000.0
150.0,250.0,4.0,4.0, Jakarta Barat,4700000000.0
120.0,200.0,4.0,4.0, Jakarta Barat,3390000000.0
150.0,280.0,4.0,3.0, Jakarta Barat,4700000000.0
120.0,160.0,3.0,2.0, Jakarta Barat,3500000000.0
120.0,200.0,4.0,3.0, Jakarta Barat,3350000000.0
144.0,208.0,4.0,3.0, Jakarta Barat,3800000000.0
33.0,100.0,3.0,3.0, Jakarta Barat,1270000000.0
55.0,120.0,3.0,2.0, Jakarta Barat,1450000000.0
56.0,105.0,2.0,2.0, Jakarta Barat,1800000000.0
120.0,240.0,4.0,4.0, Jakarta Utara,4500000000.0
425.0,500.0,4.0,3.0, Jakarta Barat,15000000000.0
747.0,1000.0,6.0,7.0, Jakarta Barat,26000000000.0
652.0,526.0,7.0,4.0, Jakarta Barat,15900000000.0
425.0,410.0,4.0,3.0, Jakarta Barat,15000000000.0
144.0,250.0,4.0,3.0, Jakarta Barat,5500000000.0
950.0,1500.0,4.0,4.0, Jakarta Pusat,110000000000.0
660.0,800.0,4.0,4.0, Jakarta Pusat,50000000000.0
1225.0,800.0,6.0,6.0, Jakarta Pusat,100000000000.0
474.0,1200.0,4.0,5.0, Jakarta Pusat,69000000000.0
475.0,1200.0,4.0,4.0, Jakarta Pusat,69000000000.0
519.0,470.0,5.0,4.0, Jakarta Pusat,43000000000.0
909.0,500.0,3.0,3.0, Jakarta Pusat,54500000000.0
733.0,548.0,7.0,8.0, Jakarta Pusat,45000000000.0
733.0,548.0,7.0,8.0, Jakarta Pusat,45000000000.0
100.0,135.0,3.0,3.0, Jakarta Timur,2600000000.0
135.0,200.0,3.0,2.0, Jakarta Timur,3300000000.0
90.0,135.0,4.0,4.0, Jakarta Timur,2500000000.0
37.0,57.0,3.0,3.0, Jakarta Timur,709000000.0
100.0,135.0,3.0,3.0, Jakarta Timur,2600000000.0
37.0,57.0,3.0,3.0, Jakarta Timur,709000000.0
132.0,88.0,3.0,2.0, Jakarta Timur,2100000000.0
100.0,130.0,3.0,3.0, Jakarta Timur,2600000000.0
56.0,87.0,3.0,3.0, Jakarta Timur,2000000000.0
35.0,69.0,2.0,2.0, Jakarta Timur,1080000000.0
179.0,230.0,4.0,3.0, Jakarta Timur,3000000000.0
36.0,66.0,3.0,3.0, Jakarta Timur,1270000000.0
210.0,180.0,3.0,3.0, Jakarta Timur,3100000000.0
386.0,1000.0,4.0,3.0, Jakarta Utara,19000000000.0
386.0,1000.0,4.0,3.0, Jakarta Utara,19000000000.0
180.0,240.0,4.0,3.0, Jakarta Utara,5900000000.0
507.0,804.0,4.0,4.0, Jakarta Utara,19800000000.0
120.0,168.0,3.0,3.0, Jakarta Utara,7000000000.0
21.0,42.0,2.0,2.0, Jakarta Utara,440000000.0
513.0,625.0,5.0,4.0, Jakarta Utara,18000000000.0
513.0,800.0,4.0,4.0, Jakarta Utara,19000000000.0
450.0,1000.0,6.0,5.0, Jakarta Utara,28000000000.0
400.0,1000.0,4.0,3.0, Jakarta Utara,19000000000.0
390.0,750.0,4.0,3.0, Jakarta Utara,11000000000.0
220.0,225.0,3.0,2.0, Jakarta Utara,5600000000.0
36.0,60.0,2.0,2.0, Jakarta Timur,640000000.0
58.0,90.0,2.0,3.0, Jakarta Timur,2090000000.0
36.0,71.0,3.0,3.0, Jakarta Timur,1140000000.0
76.0,90.0,3.0,3.0, Jakarta Timur,2090000000.0
44.0,90.0,2.0,2.0, Jakarta Timur,935000000.0
300.0,175.0,4.0,4.0, Jakarta Timur,7800000000.0
36.0,71.0,2.0,2.0, Jakarta Timur,1140000000.0
153.0,180.0,5.0,4.0, Jakarta Timur,4550000000.0
160.0,300.0,5.0,3.0, Jakarta Barat,1880000000.0
140.0,355.0,4.0,3.0, Jakarta Selatan,5000000000.0
173.0,337.0,4.0,3.0, Jakarta Selatan,5200000000.0
173.0,337.0,4.0,3.0, Jakarta Selatan,5200000000.0
171.0,337.0,4.0,3.0, Jakarta Selatan,5000000000.0
504.0,264.0,4.0,3.0, Jakarta Selatan,13700000000.0
37.0,68.0,3.0,3.0, Jakarta Timur,780000000.0
37.0,68.0,3.0,3.0, Jakarta Timur,780000000.0
39.0,63.0,3.0,3.0, Jakarta Timur,858000000.0
37.0,68.0,3.0,3.0, Jakarta Timur,780000000.0
56.0,87.0,3.0,3.0, Jakarta Timur,1900000000.0
39.0,56.0,2.0,2.0, Jakarta Timur,1100000000.0
39.0,63.0,3.0,3.0, Jakarta Timur,858000000.0
